"","País","Apego emocional al propio país","Apego emocional a Europa","Género","Rango de edad"
"3032","Suiza",7,5,"Hombre","entre 45 y 59"
"3033","Suiza",10,7,"Hombre","entre 60 y 74"
"3034","Suiza",7,5,"Hombre","entre 45 y 59"
"3035","Suiza",7,6,"Hombre","entre 45 y 59"
"3036","Suiza",8,NA,"Mujer","menor de 30"
"3037","Suiza",3,8,"Hombre","entre 60 y 74"
"3038","Suiza",8,8,"Hombre","entre 30 y 44"
"3039","Suiza",6,8,"Hombre","menor de 30"
"3040","Suiza",8,4,"Hombre","75 o mayor"
"3041","Suiza",10,4,"Mujer","75 o mayor"
"3042","Suiza",7,5,"Mujer","entre 60 y 74"
"3043","Suiza",7,5,"Mujer","entre 30 y 44"
"3044","Suiza",8,9,"Hombre","entre 30 y 44"
"3045","Suiza",9,4,"Hombre","entre 30 y 44"
"3046","Suiza",9,2,"Mujer","entre 30 y 44"
"3047","Suiza",0,8,"Hombre",NA
"3048","Suiza",7,5,"Mujer","entre 45 y 59"
"3049","Suiza",7,5,"Mujer","entre 30 y 44"
"3050","Suiza",10,2,"Hombre","entre 60 y 74"
"3051","Suiza",7,6,"Mujer","entre 30 y 44"
"3052","Suiza",8,7,"Hombre","menor de 30"
"3053","Suiza",8,7,"Mujer","entre 45 y 59"
"3054","Suiza",4,8,"Hombre","menor de 30"
"3055","Suiza",9,3,"Hombre","entre 45 y 59"
"3056","Suiza",5,5,"Hombre","entre 45 y 59"
"3057","Suiza",9,8,"Mujer","entre 30 y 44"
"3058","Suiza",8,8,"Mujer","entre 60 y 74"
"3059","Suiza",8,5,"Hombre","75 o mayor"
"3060","Suiza",8,9,"Mujer","menor de 30"
"3061","Suiza",7,10,"Mujer","entre 60 y 74"
"3062","Suiza",8,6,"Hombre","menor de 30"
"3063","Suiza",8,8,"Mujer","75 o mayor"
"3064","Suiza",7,7,"Hombre","menor de 30"
"3065","Suiza",8,7,"Hombre","entre 60 y 74"
"3066","Suiza",7,8,"Mujer","entre 30 y 44"
"3067","Suiza",9,7,"Hombre","entre 60 y 74"
"3068","Suiza",10,8,"Mujer","entre 45 y 59"
"3069","Suiza",8,7,"Hombre","entre 60 y 74"
"3070","Suiza",3,4,"Mujer","menor de 30"
"3071","Suiza",5,5,"Mujer","menor de 30"
"3072","Suiza",7,6,"Hombre","75 o mayor"
"3073","Suiza",10,3,"Mujer","entre 60 y 74"
"3074","Suiza",9,6,"Mujer","entre 30 y 44"
"3075","Suiza",6,4,"Mujer","menor de 30"
"3076","Suiza",8,8,"Hombre","75 o mayor"
"3077","Suiza",7,2,"Hombre","entre 60 y 74"
"3078","Suiza",6,2,"Mujer","entre 30 y 44"
"3079","Suiza",9,9,"Mujer","entre 60 y 74"
"3080","Suiza",7,7,"Mujer","entre 30 y 44"
"3081","Suiza",10,7,"Mujer","entre 60 y 74"
"3082","Suiza",8,7,"Mujer","entre 60 y 74"
"3083","Suiza",10,10,"Mujer","entre 60 y 74"
"3084","Suiza",10,10,"Hombre","entre 45 y 59"
"3085","Suiza",8,5,"Hombre","entre 30 y 44"
"3086","Suiza",8,8,"Mujer","entre 45 y 59"
"3087","Suiza",7,8,"Hombre","menor de 30"
"3088","Suiza",9,8,"Hombre","entre 30 y 44"
"3089","Suiza",7,8,"Mujer","entre 30 y 44"
"3090","Suiza",8,6,"Mujer","menor de 30"
"3091","Suiza",9,7,"Mujer","entre 45 y 59"
"3092","Suiza",2,2,"Hombre","75 o mayor"
"3093","Suiza",8,6,"Hombre","entre 30 y 44"
"3094","Suiza",10,4,"Mujer","75 o mayor"
"3095","Suiza",9,9,"Mujer","entre 45 y 59"
"3096","Suiza",9,8,"Mujer","entre 60 y 74"
"3097","Suiza",8,8,"Hombre","entre 45 y 59"
"3098","Suiza",7,3,"Hombre","entre 30 y 44"
"3099","Suiza",8,4,"Mujer","menor de 30"
"3100","Suiza",8,4,"Mujer","75 o mayor"
"3101","Suiza",7,4,"Mujer","entre 30 y 44"
"3102","Suiza",9,6,"Mujer","entre 60 y 74"
"3103","Suiza",9,9,"Hombre","entre 45 y 59"
"3104","Suiza",8,4,"Mujer","entre 45 y 59"
"3105","Suiza",9,4,"Hombre","entre 60 y 74"
"3106","Suiza",7,2,"Hombre","75 o mayor"
"3107","Suiza",8,8,"Mujer","entre 60 y 74"
"3108","Suiza",10,7,"Mujer","entre 60 y 74"
"3109","Suiza",9,6,"Hombre","entre 45 y 59"
"3110","Suiza",9,9,"Mujer","entre 60 y 74"
"3111","Suiza",10,4,"Hombre","menor de 30"
"3112","Suiza",8,8,"Mujer","75 o mayor"
"3113","Suiza",10,8,"Hombre","entre 45 y 59"
"3114","Suiza",9,9,"Mujer","entre 30 y 44"
"3115","Suiza",7,7,"Mujer","menor de 30"
"3116","Suiza",7,7,"Mujer",NA
"3117","Suiza",2,3,"Hombre","menor de 30"
"3118","Suiza",8,7,"Mujer","entre 30 y 44"
"3119","Suiza",8,8,"Hombre","entre 30 y 44"
"3120","Suiza",7,7,"Mujer","entre 45 y 59"
"3121","Suiza",8,5,"Mujer","menor de 30"
"3122","Suiza",10,8,"Mujer","75 o mayor"
"3123","Suiza",8,2,"Hombre","75 o mayor"
"3124","Suiza",7,9,"Hombre","entre 45 y 59"
"3125","Suiza",7,6,"Hombre","entre 60 y 74"
"3126","Suiza",7,5,"Mujer","entre 45 y 59"
"3127","Suiza",7,6,"Hombre","entre 30 y 44"
"3128","Suiza",8,6,"Mujer","entre 30 y 44"
"3129","Suiza",6,6,"Hombre","entre 60 y 74"
"3130","Suiza",8,8,"Mujer","entre 45 y 59"
"3131","Suiza",9,7,"Mujer","entre 60 y 74"
"3132","Suiza",10,4,"Mujer","menor de 30"
"3133","Suiza",8,7,"Mujer","entre 45 y 59"
"3134","Suiza",10,5,"Hombre","entre 45 y 59"
"3135","Suiza",7,7,"Mujer","menor de 30"
"3136","Suiza",9,9,"Mujer","75 o mayor"
"3137","Suiza",7,5,"Hombre","entre 45 y 59"
"3138","Suiza",7,7,"Mujer","entre 30 y 44"
"3139","Suiza",7,7,"Mujer","entre 30 y 44"
"3140","Suiza",9,9,"Hombre","entre 30 y 44"
"3141","Suiza",8,5,"Hombre","entre 60 y 74"
"3142","Suiza",8,7,"Hombre","entre 60 y 74"
"3143","Suiza",8,2,"Hombre","entre 45 y 59"
"3144","Suiza",10,5,"Mujer","entre 30 y 44"
"3145","Suiza",8,5,"Hombre","menor de 30"
"3146","Suiza",10,3,"Hombre","entre 60 y 74"
"3147","Suiza",7,4,"Mujer","entre 60 y 74"
"3148","Suiza",10,7,"Hombre","entre 45 y 59"
"3149","Suiza",8,8,"Mujer","entre 45 y 59"
"3150","Suiza",9,7,"Hombre","75 o mayor"
"3151","Suiza",7,7,"Mujer","entre 30 y 44"
"3152","Suiza",9,9,"Hombre","entre 45 y 59"
"3153","Suiza",10,4,"Mujer","75 o mayor"
"3154","Suiza",7,5,"Mujer","entre 45 y 59"
"3155","Suiza",8,7,"Hombre","entre 45 y 59"
"3156","Suiza",8,7,"Hombre","entre 45 y 59"
"3157","Suiza",5,2,"Hombre","menor de 30"
"3158","Suiza",6,6,"Hombre","entre 60 y 74"
"3159","Suiza",8,6,"Hombre","entre 60 y 74"
"3160","Suiza",7,7,"Mujer","menor de 30"
"3161","Suiza",8,7,"Hombre","entre 45 y 59"
"3162","Suiza",10,9,"Hombre","menor de 30"
"3163","Suiza",7,7,"Hombre","menor de 30"
"3164","Suiza",6,7,"Mujer","entre 45 y 59"
"3165","Suiza",8,8,"Hombre","entre 60 y 74"
"3166","Suiza",9,8,"Hombre","entre 45 y 59"
"3167","Suiza",9,5,"Hombre","entre 45 y 59"
"3168","Suiza",9,10,"Mujer","entre 30 y 44"
"3169","Suiza",10,10,"Mujer","entre 60 y 74"
"3170","Suiza",7,10,"Hombre","entre 45 y 59"
"3171","Suiza",8,10,"Hombre","entre 30 y 44"
"3172","Suiza",7,3,"Mujer","menor de 30"
"3173","Suiza",9,8,"Mujer","entre 60 y 74"
"3174","Suiza",10,7,"Mujer","entre 45 y 59"
"3175","Suiza",10,5,"Mujer","entre 45 y 59"
"3176","Suiza",8,8,"Mujer","entre 60 y 74"
"3177","Suiza",7,5,"Hombre","entre 30 y 44"
"3178","Suiza",8,5,"Hombre","menor de 30"
"3179","Suiza",6,3,"Hombre","entre 60 y 74"
"3180","Suiza",9,4,"Hombre","75 o mayor"
"3181","Suiza",8,4,"Hombre","entre 45 y 59"
"3182","Suiza",5,6,"Mujer","entre 30 y 44"
"3183","Suiza",5,8,"Hombre","entre 45 y 59"
"3184","Suiza",10,8,"Hombre","entre 60 y 74"
"3185","Suiza",5,5,"Hombre","menor de 30"
"3186","Suiza",10,10,"Mujer","entre 45 y 59"
"3187","Suiza",9,7,"Mujer","entre 30 y 44"
"3188","Suiza",7,7,"Mujer","entre 45 y 59"
"3189","Suiza",8,7,"Mujer","entre 60 y 74"
"3190","Suiza",9,6,"Hombre","entre 45 y 59"
"3191","Suiza",8,5,"Mujer","entre 45 y 59"
"3192","Suiza",5,7,"Mujer","entre 30 y 44"
"3193","Suiza",8,6,"Mujer","entre 30 y 44"
"3194","Suiza",7,0,"Hombre","menor de 30"
"3195","Suiza",8,7,"Hombre","menor de 30"
"3196","Suiza",8,7,"Mujer","entre 45 y 59"
"3197","Suiza",7,0,"Hombre","entre 30 y 44"
"3198","Suiza",6,7,"Mujer","entre 45 y 59"
"3199","Suiza",10,8,"Mujer","entre 60 y 74"
"3200","Suiza",9,6,"Hombre","75 o mayor"
"3201","Suiza",8,6,"Hombre","75 o mayor"
"3202","Suiza",3,4,"Hombre","menor de 30"
"3203","Suiza",7,8,"Mujer","menor de 30"
"3204","Suiza",0,0,"Mujer","menor de 30"
"3205","Suiza",7,7,"Hombre","entre 30 y 44"
"3206","Suiza",1,5,"Hombre","entre 45 y 59"
"3207","Suiza",8,5,"Hombre","entre 60 y 74"
"3208","Suiza",8,1,"Mujer","entre 60 y 74"
"3209","Suiza",5,5,"Hombre","entre 45 y 59"
"3210","Suiza",9,8,"Mujer","entre 45 y 59"
"3211","Suiza",7,7,"Hombre","menor de 30"
"3212","Suiza",7,7,"Hombre","entre 30 y 44"
"3213","Suiza",9,6,"Mujer","entre 45 y 59"
"3214","Suiza",10,7,"Mujer","entre 60 y 74"
"3215","Suiza",4,0,"Hombre","menor de 30"
"3216","Suiza",10,7,"Hombre","entre 30 y 44"
"3217","Suiza",10,7,"Hombre","entre 30 y 44"
"3218","Suiza",6,8,"Mujer","entre 30 y 44"
"3219","Suiza",9,8,"Mujer","entre 30 y 44"
"3220","Suiza",7,0,"Hombre","menor de 30"
"3221","Suiza",7,4,"Hombre","entre 30 y 44"
"3222","Suiza",3,3,"Hombre","entre 30 y 44"
"3223","Suiza",6,6,"Mujer","menor de 30"
"3224","Suiza",9,7,"Mujer","entre 60 y 74"
"3225","Suiza",6,5,"Hombre","entre 30 y 44"
"3226","Suiza",10,8,"Hombre","75 o mayor"
"3227","Suiza",6,8,"Hombre","entre 60 y 74"
"3228","Suiza",10,2,"Hombre","entre 30 y 44"
"3229","Suiza",7,4,"Mujer","entre 60 y 74"
"3230","Suiza",8,6,"Hombre","entre 30 y 44"
"3231","Suiza",9,8,"Hombre","entre 45 y 59"
"3232","Suiza",10,0,"Hombre","menor de 30"
"3233","Suiza",7,4,"Mujer","entre 60 y 74"
"3234","Suiza",7,7,"Hombre","menor de 30"
"3235","Suiza",8,0,"Hombre","entre 30 y 44"
"3236","Suiza",9,8,"Hombre","menor de 30"
"3237","Suiza",7,4,"Mujer","entre 30 y 44"
"3238","Suiza",10,8,"Mujer","75 o mayor"
"3239","Suiza",10,9,"Mujer","75 o mayor"
"3240","Suiza",8,6,"Mujer","entre 45 y 59"
"3241","Suiza",7,6,"Mujer","entre 60 y 74"
"3242","Suiza",7,5,"Mujer","entre 60 y 74"
"3243","Suiza",7,5,"Mujer","menor de 30"
"3244","Suiza",9,7,"Hombre","entre 45 y 59"
"3245","Suiza",2,8,"Hombre","menor de 30"
"3246","Suiza",9,6,"Hombre","entre 45 y 59"
"3247","Suiza",6,5,"Mujer","entre 60 y 74"
"3248","Suiza",5,8,"Mujer","menor de 30"
"3249","Suiza",5,3,"Hombre","entre 60 y 74"
"3250","Suiza",9,7,"Hombre","entre 60 y 74"
"3251","Suiza",9,7,"Hombre","menor de 30"
"3252","Suiza",7,10,"Mujer","entre 45 y 59"
"3253","Suiza",9,9,"Mujer","75 o mayor"
"3254","Suiza",7,5,"Hombre","entre 60 y 74"
"3255","Suiza",10,1,"Mujer","75 o mayor"
"3256","Suiza",7,6,"Hombre","menor de 30"
"3257","Suiza",8,2,"Hombre","menor de 30"
"3258","Suiza",10,3,"Mujer","entre 60 y 74"
"3259","Suiza",7,7,"Mujer","entre 45 y 59"
"3260","Suiza",10,5,"Hombre","entre 30 y 44"
"3261","Suiza",8,6,"Mujer","entre 60 y 74"
"3262","Suiza",8,9,"Mujer","entre 45 y 59"
"3263","Suiza",4,2,"Mujer","menor de 30"
"3264","Suiza",NA,0,"Hombre","entre 45 y 59"
"3265","Suiza",7,4,"Hombre","menor de 30"
"3266","Suiza",8,4,"Hombre","menor de 30"
"3267","Suiza",6,5,"Mujer","entre 45 y 59"
"3268","Suiza",6,4,"Hombre","entre 45 y 59"
"3269","Suiza",7,5,"Hombre","entre 45 y 59"
"3270","Suiza",9,7,"Hombre","menor de 30"
"3271","Suiza",8,6,"Mujer","menor de 30"
"3272","Suiza",8,7,"Mujer","entre 30 y 44"
"3273","Suiza",5,2,"Mujer","menor de 30"
"3274","Suiza",10,10,"Mujer","entre 60 y 74"
"3275","Suiza",8,8,"Mujer","entre 60 y 74"
"3276","Suiza",8,2,"Mujer","menor de 30"
"3277","Suiza",10,9,"Hombre","entre 60 y 74"
"3278","Suiza",10,7,"Hombre","entre 30 y 44"
"3279","Suiza",5,7,"Hombre","75 o mayor"
"3280","Suiza",10,9,"Hombre","entre 45 y 59"
"3281","Suiza",7,7,"Hombre","entre 60 y 74"
"3282","Suiza",9,9,"Mujer","entre 45 y 59"
"3283","Suiza",4,5,"Hombre","entre 30 y 44"
"3284","Suiza",9,7,"Hombre","menor de 30"
"3285","Suiza",8,6,"Hombre","75 o mayor"
"3286","Suiza",8,6,"Mujer","entre 60 y 74"
"3287","Suiza",10,8,"Mujer","75 o mayor"
"3288","Suiza",9,8,"Mujer","entre 45 y 59"
"3289","Suiza",8,8,"Mujer","menor de 30"
"3290","Suiza",8,6,"Mujer","menor de 30"
"3291","Suiza",6,2,"Hombre","entre 45 y 59"
"3292","Suiza",10,8,"Mujer","75 o mayor"
"3293","Suiza",9,9,"Mujer","entre 45 y 59"
"3294","Suiza",9,9,"Hombre","menor de 30"
"3295","Suiza",8,6,"Hombre","entre 45 y 59"
"3296","Suiza",8,4,"Mujer","entre 45 y 59"
"3297","Suiza",7,7,"Hombre","entre 60 y 74"
"3298","Suiza",1,1,"Mujer","menor de 30"
"3299","Suiza",10,8,"Hombre","entre 45 y 59"
"3300","Suiza",8,5,"Mujer","entre 45 y 59"
"3301","Suiza",5,5,"Mujer","menor de 30"
"3302","Suiza",9,7,"Mujer","entre 60 y 74"
"3303","Suiza",10,8,"Mujer","entre 30 y 44"
"3304","Suiza",7,5,"Hombre","entre 45 y 59"
"3305","Suiza",9,7,"Hombre","menor de 30"
"3306","Suiza",8,1,"Hombre","entre 60 y 74"
"3307","Suiza",9,8,"Mujer","entre 60 y 74"
"3308","Suiza",7,5,"Hombre","entre 30 y 44"
"3309","Suiza",10,1,"Mujer","entre 45 y 59"
"3310","Suiza",7,10,"Mujer","entre 30 y 44"
"3311","Suiza",10,10,"Hombre","entre 30 y 44"
"3312","Suiza",8,7,"Hombre","entre 60 y 74"
"3313","Suiza",8,6,"Mujer","entre 60 y 74"
"3314","Suiza",9,9,"Hombre","entre 45 y 59"
"3315","Suiza",6,2,"Hombre","entre 45 y 59"
"3316","Suiza",5,10,"Mujer","menor de 30"
"3317","Suiza",10,7,"Hombre","75 o mayor"
"3318","Suiza",9,5,"Hombre","75 o mayor"
"3319","Suiza",5,5,"Hombre","entre 60 y 74"
"3320","Suiza",9,8,"Hombre","entre 60 y 74"
"3321","Suiza",6,5,"Mujer","entre 45 y 59"
"3322","Suiza",8,8,"Mujer","entre 60 y 74"
"3323","Suiza",10,10,"Mujer","entre 60 y 74"
"3324","Suiza",9,7,"Hombre","entre 45 y 59"
"3325","Suiza",9,9,"Hombre","entre 60 y 74"
"3326","Suiza",9,4,"Mujer","entre 30 y 44"
"3327","Suiza",3,5,"Hombre","entre 60 y 74"
"3328","Suiza",9,6,"Mujer","entre 45 y 59"
"3329","Suiza",10,0,"Hombre","entre 30 y 44"
"3330","Suiza",10,7,"Mujer","75 o mayor"
"3331","Suiza",8,8,"Hombre","75 o mayor"
"3332","Suiza",8,6,"Mujer","entre 45 y 59"
"3333","Suiza",9,6,"Mujer","entre 60 y 74"
"3334","Suiza",8,8,"Hombre","entre 60 y 74"
"3335","Suiza",6,6,"Hombre","entre 30 y 44"
"3336","Suiza",7,7,"Hombre","75 o mayor"
"3337","Suiza",4,8,"Hombre","menor de 30"
"3338","Suiza",8,8,"Hombre","entre 45 y 59"
"3339","Suiza",10,4,"Hombre","75 o mayor"
"3340","Suiza",7,5,"Mujer","entre 60 y 74"
"3341","Suiza",9,9,"Hombre","entre 30 y 44"
"3342","Suiza",8,6,"Mujer","entre 45 y 59"
"3343","Suiza",8,2,"Hombre","75 o mayor"
"3344","Suiza",4,8,"Mujer","menor de 30"
"3345","Suiza",9,2,"Mujer","entre 60 y 74"
"3346","Suiza",8,6,"Hombre","menor de 30"
"3347","Suiza",8,7,"Mujer","menor de 30"
"3348","Suiza",9,3,"Hombre","entre 30 y 44"
"3349","Suiza",9,7,"Hombre","entre 30 y 44"
"3350","Suiza",6,5,"Hombre","entre 30 y 44"
"3351","Suiza",7,5,"Hombre","entre 30 y 44"
"3352","Suiza",9,3,"Mujer","entre 30 y 44"
"3353","Suiza",8,8,"Mujer","entre 60 y 74"
"3354","Suiza",7,3,"Hombre","entre 30 y 44"
"3355","Suiza",8,6,"Mujer","75 o mayor"
"3356","Suiza",10,3,"Mujer","entre 45 y 59"
"3357","Suiza",10,4,"Hombre","entre 30 y 44"
"3358","Suiza",8,6,"Mujer","entre 30 y 44"
"3359","Suiza",5,6,"Hombre","entre 30 y 44"
"3360","Suiza",9,9,"Hombre","entre 30 y 44"
"3361","Suiza",9,7,"Hombre","entre 60 y 74"
"3362","Suiza",8,6,"Hombre","entre 60 y 74"
"3363","Suiza",8,5,"Hombre","menor de 30"
"3364","Suiza",8,6,"Hombre","entre 45 y 59"
"3365","Suiza",6,6,"Hombre","entre 45 y 59"
"3366","Suiza",8,5,"Hombre","entre 45 y 59"
"3367","Suiza",1,5,"Mujer","entre 30 y 44"
"3368","Suiza",10,4,"Mujer","entre 30 y 44"
"3369","Suiza",7,7,"Hombre","75 o mayor"
"3370","Suiza",7,5,"Mujer","entre 45 y 59"
"3371","Suiza",8,3,"Hombre","entre 45 y 59"
"3372","Suiza",8,6,"Hombre","75 o mayor"
"3373","Suiza",5,5,"Hombre","entre 30 y 44"
"3374","Suiza",7,5,"Mujer","entre 30 y 44"
"3375","Suiza",9,5,"Hombre","menor de 30"
"3376","Suiza",9,3,"Mujer","entre 30 y 44"
"3377","Suiza",10,8,"Mujer","entre 45 y 59"
"3378","Suiza",5,5,"Mujer","menor de 30"
"3379","Suiza",10,8,"Mujer","entre 30 y 44"
"3380","Suiza",9,0,"Hombre",NA
"3381","Suiza",8,5,"Hombre","entre 45 y 59"
"3382","Suiza",8,6,"Hombre","75 o mayor"
"3383","Suiza",10,8,"Hombre","entre 60 y 74"
"3384","Suiza",8,2,"Hombre","menor de 30"
"3385","Suiza",9,7,"Hombre","entre 30 y 44"
"3386","Suiza",10,5,"Hombre","75 o mayor"
"3387","Suiza",7,6,"Hombre","entre 30 y 44"
"3388","Suiza",10,7,"Hombre","entre 45 y 59"
"3389","Suiza",6,8,"Hombre","entre 30 y 44"
"3390","Suiza",8,7,"Mujer","entre 30 y 44"
"3391","Suiza",10,4,"Mujer","entre 45 y 59"
"3392","Suiza",8,7,"Mujer","menor de 30"
"3393","Suiza",8,6,"Hombre","entre 60 y 74"
"3394","Suiza",10,8,"Mujer","entre 60 y 74"
"3395","Suiza",9,9,"Hombre","entre 30 y 44"
"3396","Suiza",8,5,"Hombre","entre 60 y 74"
"3397","Suiza",9,2,"Hombre","entre 30 y 44"
"3398","Suiza",9,8,"Hombre","entre 30 y 44"
"3399","Suiza",10,9,"Mujer","entre 45 y 59"
"3400","Suiza",9,6,"Hombre","entre 45 y 59"
"3401","Suiza",9,6,"Hombre","entre 60 y 74"
"3402","Suiza",3,4,"Mujer","menor de 30"
"3403","Suiza",7,NA,"Mujer","entre 30 y 44"
"3404","Suiza",10,6,"Hombre","entre 30 y 44"
"3405","Suiza",10,8,"Mujer","75 o mayor"
"3406","Suiza",9,7,"Hombre","menor de 30"
"3407","Suiza",9,9,"Mujer","entre 30 y 44"
"3408","Suiza",10,5,"Mujer","entre 30 y 44"
"3409","Suiza",7,7,"Hombre","entre 60 y 74"
"3410","Suiza",10,7,"Mujer","entre 60 y 74"
"3411","Suiza",7,7,"Hombre","entre 30 y 44"
"3412","Suiza",10,6,"Mujer","entre 60 y 74"
"3413","Suiza",8,7,"Hombre","menor de 30"
"3414","Suiza",8,4,"Mujer","entre 30 y 44"
"3415","Suiza",8,4,"Mujer","menor de 30"
"3416","Suiza",9,7,"Hombre","entre 30 y 44"
"3417","Suiza",8,5,"Mujer","entre 30 y 44"
"3418","Suiza",7,6,"Hombre","entre 45 y 59"
"3419","Suiza",10,8,"Hombre","menor de 30"
"3420","Suiza",5,3,"Hombre","entre 45 y 59"
"3421","Suiza",10,10,"Mujer","entre 60 y 74"
"3422","Suiza",1,0,"Mujer","menor de 30"
"3423","Suiza",2,0,"Hombre","entre 30 y 44"
"3424","Suiza",9,7,"Hombre","entre 45 y 59"
"3425","Suiza",10,8,"Mujer","entre 60 y 74"
"3426","Suiza",8,5,"Hombre","entre 45 y 59"
"3427","Suiza",9,6,"Mujer","entre 45 y 59"
"3428","Suiza",7,6,"Hombre","entre 60 y 74"
"3429","Suiza",8,7,"Mujer","75 o mayor"
"3430","Suiza",10,5,"Hombre","entre 60 y 74"
"3431","Suiza",8,5,"Mujer","75 o mayor"
"3432","Suiza",5,4,"Mujer","entre 30 y 44"
"3433","Suiza",8,8,"Mujer","75 o mayor"
"3434","Suiza",8,8,"Mujer","entre 60 y 74"
"3435","Suiza",8,10,"Mujer","entre 30 y 44"
"3436","Suiza",9,9,"Mujer","entre 30 y 44"
"3437","Suiza",8,4,"Hombre","menor de 30"
"3438","Suiza",7,5,"Hombre","entre 45 y 59"
"3439","Suiza",8,7,"Hombre","entre 30 y 44"
"3440","Suiza",8,3,"Mujer","entre 60 y 74"
"3441","Suiza",10,5,"Mujer","entre 60 y 74"
"3442","Suiza",10,5,"Hombre","75 o mayor"
"3443","Suiza",7,5,"Mujer","entre 45 y 59"
"3444","Suiza",9,10,"Mujer","entre 45 y 59"
"3445","Suiza",8,8,"Mujer","entre 45 y 59"
"3446","Suiza",10,6,"Hombre","entre 30 y 44"
"3447","Suiza",10,8,"Mujer","entre 45 y 59"
"3448","Suiza",6,8,"Mujer","entre 30 y 44"
"3449","Suiza",10,8,"Hombre","entre 60 y 74"
"3450","Suiza",8,6,"Mujer",NA
"3451","Suiza",9,7,"Hombre","entre 60 y 74"
"3452","Suiza",10,9,"Mujer","entre 45 y 59"
"3453","Suiza",7,6,"Hombre","entre 60 y 74"
"3454","Suiza",5,10,"Hombre","entre 45 y 59"
"3455","Suiza",10,4,"Mujer","entre 60 y 74"
"3456","Suiza",8,6,"Mujer","menor de 30"
"3457","Suiza",8,6,"Hombre","entre 60 y 74"
"3458","Suiza",8,8,"Mujer","entre 45 y 59"
"3459","Suiza",8,8,"Hombre","entre 30 y 44"
"3460","Suiza",8,6,"Hombre","entre 45 y 59"
"3461","Suiza",8,5,"Hombre","menor de 30"
"3462","Suiza",7,6,"Mujer","entre 30 y 44"
"3463","Suiza",8,6,"Mujer","entre 45 y 59"
"3464","Suiza",9,2,"Hombre","entre 45 y 59"
"3465","Suiza",9,2,"Mujer","entre 45 y 59"
"3466","Suiza",9,6,"Hombre","entre 60 y 74"
"3467","Suiza",10,6,"Mujer","entre 30 y 44"
"3468","Suiza",6,5,"Hombre","entre 45 y 59"
"3469","Suiza",10,6,"Mujer","entre 60 y 74"
"3470","Suiza",10,7,"Mujer","menor de 30"
"3471","Suiza",10,10,"Mujer","entre 45 y 59"
"3472","Suiza",9,6,"Mujer","entre 30 y 44"
"3473","Suiza",9,8,"Mujer","entre 30 y 44"
"3474","Suiza",9,NA,"Mujer","entre 45 y 59"
"3475","Suiza",10,4,"Hombre","menor de 30"
"3476","Suiza",7,5,"Mujer","entre 45 y 59"
"3477","Suiza",10,10,"Hombre","entre 45 y 59"
"3478","Suiza",10,6,"Hombre",NA
"3479","Suiza",8,5,"Hombre","75 o mayor"
"3480","Suiza",7,4,"Hombre","entre 45 y 59"
"3481","Suiza",9,8,"Mujer","entre 30 y 44"
"3482","Suiza",5,7,"Mujer","entre 30 y 44"
"3483","Suiza",6,5,"Mujer",NA
"3484","Suiza",8,8,"Mujer","entre 60 y 74"
"3485","Suiza",10,8,"Mujer","menor de 30"
"3486","Suiza",9,6,"Hombre","entre 45 y 59"
"3487","Suiza",10,8,"Mujer","entre 45 y 59"
"3488","Suiza",9,8,"Hombre","menor de 30"
"3489","Suiza",10,6,"Mujer","entre 60 y 74"
"3490","Suiza",9,6,"Hombre","entre 30 y 44"
"3491","Suiza",6,5,"Hombre","menor de 30"
"3492","Suiza",8,3,"Hombre","entre 30 y 44"
"3493","Suiza",7,3,"Hombre","entre 45 y 59"
"3494","Suiza",8,8,"Mujer","75 o mayor"
"3495","Suiza",7,4,"Mujer","menor de 30"
"3496","Suiza",4,0,"Hombre","entre 60 y 74"
"3497","Suiza",8,6,"Hombre","entre 60 y 74"
"3498","Suiza",9,9,"Hombre","entre 45 y 59"
"3499","Suiza",7,4,"Hombre","menor de 30"
"3500","Suiza",7,7,"Hombre","entre 45 y 59"
"3501","Suiza",10,6,"Mujer","entre 60 y 74"
"3502","Suiza",8,7,"Hombre","entre 60 y 74"
"3503","Suiza",7,5,"Mujer","entre 60 y 74"
"3504","Suiza",8,8,"Hombre","entre 60 y 74"
"3505","Suiza",10,8,"Hombre","75 o mayor"
"3506","Suiza",8,4,"Mujer","menor de 30"
"3507","Suiza",10,5,"Mujer","entre 30 y 44"
"3508","Suiza",6,8,"Mujer","entre 60 y 74"
"3509","Suiza",1,10,"Mujer","entre 45 y 59"
"3510","Suiza",9,6,"Mujer","entre 30 y 44"
"3511","Suiza",10,8,"Hombre","entre 45 y 59"
"3512","Suiza",7,7,"Hombre","entre 60 y 74"
"3513","Suiza",8,6,"Mujer","entre 30 y 44"
"3514","Suiza",7,2,"Hombre","entre 30 y 44"
"3515","Suiza",8,7,"Hombre","entre 60 y 74"
"3516","Suiza",7,9,"Mujer","entre 45 y 59"
"3517","Suiza",10,7,"Hombre","75 o mayor"
"3518","Suiza",8,7,"Mujer","entre 60 y 74"
"3519","Suiza",9,7,"Mujer","entre 45 y 59"
"3520","Suiza",8,6,"Mujer","entre 60 y 74"
"3521","Suiza",9,6,"Hombre","entre 60 y 74"
"3522","Suiza",NA,5,"Hombre","entre 60 y 74"
"3523","Suiza",9,1,"Hombre","entre 30 y 44"
"3524","Suiza",7,NA,"Hombre","entre 45 y 59"
"3525","Suiza",9,4,"Hombre","entre 45 y 59"
