"","País","Apego emocional al propio país","Apego emocional a Europa","Género","Rango de edad"
"19934","Eslovenia",5,5,"Hombre","entre 30 y 44"
"19935","Eslovenia",9,5,"Mujer","entre 60 y 74"
"19936","Eslovenia",9,8,"Mujer","menor de 30"
"19937","Eslovenia",7,7,"Mujer","entre 45 y 59"
"19938","Eslovenia",10,7,"Mujer","entre 60 y 74"
"19939","Eslovenia",3,5,"Hombre","entre 30 y 44"
"19940","Eslovenia",6,8,"Mujer","menor de 30"
"19941","Eslovenia",9,7,"Hombre","entre 45 y 59"
"19942","Eslovenia",10,2,"Mujer","entre 60 y 74"
"19943","Eslovenia",10,5,"Hombre","entre 60 y 74"
"19944","Eslovenia",10,8,"Mujer","75 o mayor"
"19945","Eslovenia",9,6,"Mujer","entre 60 y 74"
"19946","Eslovenia",8,7,"Hombre","menor de 30"
"19947","Eslovenia",9,8,"Mujer","entre 30 y 44"
"19948","Eslovenia",8,3,"Hombre","entre 45 y 59"
"19949","Eslovenia",7,3,"Mujer","75 o mayor"
"19950","Eslovenia",7,5,"Mujer","entre 30 y 44"
"19951","Eslovenia",7,7,"Mujer","entre 45 y 59"
"19952","Eslovenia",6,5,"Hombre","75 o mayor"
"19953","Eslovenia",10,NA,"Hombre","75 o mayor"
"19954","Eslovenia",5,5,"Mujer","menor de 30"
"19955","Eslovenia",9,8,"Hombre","entre 45 y 59"
"19956","Eslovenia",9,5,"Hombre","entre 60 y 74"
"19957","Eslovenia",8,5,"Mujer","entre 30 y 44"
"19958","Eslovenia",9,7,"Hombre","menor de 30"
"19959","Eslovenia",10,5,"Hombre","entre 60 y 74"
"19960","Eslovenia",7,2,"Mujer","entre 60 y 74"
"19961","Eslovenia",7,2,"Mujer","entre 45 y 59"
"19962","Eslovenia",10,10,"Mujer","75 o mayor"
"19963","Eslovenia",3,7,"Hombre","entre 45 y 59"
"19964","Eslovenia",8,8,"Mujer","entre 60 y 74"
"19965","Eslovenia",3,6,"Mujer","menor de 30"
"19966","Eslovenia",4,4,"Hombre","entre 45 y 59"
"19967","Eslovenia",9,5,"Hombre","entre 45 y 59"
"19968","Eslovenia",9,6,"Mujer","menor de 30"
"19969","Eslovenia",10,5,"Hombre","menor de 30"
"19970","Eslovenia",9,9,"Mujer","entre 45 y 59"
"19971","Eslovenia",9,5,"Hombre","entre 30 y 44"
"19972","Eslovenia",10,8,"Mujer","entre 60 y 74"
"19973","Eslovenia",6,6,"Hombre","entre 30 y 44"
"19974","Eslovenia",5,5,"Mujer","entre 60 y 74"
"19975","Eslovenia",7,3,"Hombre","menor de 30"
"19976","Eslovenia",7,9,"Mujer","menor de 30"
"19977","Eslovenia",7,7,"Hombre","entre 45 y 59"
"19978","Eslovenia",10,10,"Hombre","menor de 30"
"19979","Eslovenia",8,5,"Mujer","entre 45 y 59"
"19980","Eslovenia",3,0,"Mujer","entre 30 y 44"
"19981","Eslovenia",8,8,"Mujer","entre 30 y 44"
"19982","Eslovenia",6,8,"Mujer","menor de 30"
"19983","Eslovenia",9,9,"Mujer","entre 60 y 74"
"19984","Eslovenia",8,6,"Mujer","entre 60 y 74"
"19985","Eslovenia",5,5,"Mujer","entre 60 y 74"
"19986","Eslovenia",8,8,"Hombre","entre 60 y 74"
"19987","Eslovenia",8,6,"Mujer","entre 45 y 59"
"19988","Eslovenia",7,7,"Hombre","entre 45 y 59"
"19989","Eslovenia",9,8,"Mujer","entre 60 y 74"
"19990","Eslovenia",8,8,"Hombre","75 o mayor"
"19991","Eslovenia",7,9,"Hombre","entre 30 y 44"
"19992","Eslovenia",7,5,"Hombre","entre 30 y 44"
"19993","Eslovenia",9,9,"Hombre","entre 30 y 44"
"19994","Eslovenia",8,8,"Mujer","entre 60 y 74"
"19995","Eslovenia",10,10,"Hombre","75 o mayor"
"19996","Eslovenia",6,5,"Mujer","entre 30 y 44"
"19997","Eslovenia",9,9,"Hombre","entre 45 y 59"
"19998","Eslovenia",5,5,"Mujer","menor de 30"
"19999","Eslovenia",7,7,"Hombre",NA
"20000","Eslovenia",7,7,"Hombre","menor de 30"
"20001","Eslovenia",9,5,"Hombre","entre 60 y 74"
"20002","Eslovenia",8,8,"Mujer","entre 30 y 44"
"20003","Eslovenia",7,4,"Hombre","menor de 30"
"20004","Eslovenia",10,8,"Mujer","entre 60 y 74"
"20005","Eslovenia",9,6,"Mujer","entre 45 y 59"
"20006","Eslovenia",10,8,"Hombre","menor de 30"
"20007","Eslovenia",8,5,"Hombre","entre 45 y 59"
"20008","Eslovenia",10,10,"Mujer","entre 60 y 74"
"20009","Eslovenia",9,0,"Hombre","entre 60 y 74"
"20010","Eslovenia",6,6,"Hombre","entre 30 y 44"
"20011","Eslovenia",5,5,"Mujer","entre 60 y 74"
"20012","Eslovenia",7,8,"Mujer","menor de 30"
"20013","Eslovenia",8,6,"Mujer","menor de 30"
"20014","Eslovenia",NA,NA,"Hombre","entre 45 y 59"
"20015","Eslovenia",7,5,"Hombre","menor de 30"
"20016","Eslovenia",9,5,"Hombre","entre 45 y 59"
"20017","Eslovenia",8,8,"Hombre","menor de 30"
"20018","Eslovenia",7,2,"Mujer","entre 45 y 59"
"20019","Eslovenia",8,8,"Mujer","entre 45 y 59"
"20020","Eslovenia",8,10,"Mujer","menor de 30"
"20021","Eslovenia",8,4,"Hombre","entre 45 y 59"
"20022","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20023","Eslovenia",5,6,"Mujer","menor de 30"
"20024","Eslovenia",10,7,"Hombre","menor de 30"
"20025","Eslovenia",10,10,"Hombre","entre 45 y 59"
"20026","Eslovenia",8,7,"Mujer","menor de 30"
"20027","Eslovenia",8,7,"Mujer","entre 60 y 74"
"20028","Eslovenia",5,5,"Hombre","entre 60 y 74"
"20029","Eslovenia",9,6,"Hombre","entre 60 y 74"
"20030","Eslovenia",9,7,"Mujer","entre 45 y 59"
"20031","Eslovenia",6,8,"Mujer","menor de 30"
"20032","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20033","Eslovenia",6,5,"Mujer","entre 60 y 74"
"20034","Eslovenia",7,8,"Hombre","menor de 30"
"20035","Eslovenia",9,8,"Mujer","entre 45 y 59"
"20036","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20037","Eslovenia",9,8,"Hombre","menor de 30"
"20038","Eslovenia",9,9,"Hombre","entre 60 y 74"
"20039","Eslovenia",8,8,"Mujer","entre 45 y 59"
"20040","Eslovenia",10,6,"Mujer","entre 45 y 59"
"20041","Eslovenia",8,7,"Hombre","entre 45 y 59"
"20042","Eslovenia",6,0,"Hombre","entre 30 y 44"
"20043","Eslovenia",8,3,"Hombre","entre 30 y 44"
"20044","Eslovenia",8,5,"Hombre","entre 30 y 44"
"20045","Eslovenia",9,8,"Hombre","entre 60 y 74"
"20046","Eslovenia",5,10,"Hombre","menor de 30"
"20047","Eslovenia",8,7,"Mujer","menor de 30"
"20048","Eslovenia",9,7,"Hombre","entre 45 y 59"
"20049","Eslovenia",7,7,"Mujer","entre 30 y 44"
"20050","Eslovenia",7,2,"Mujer","entre 30 y 44"
"20051","Eslovenia",10,4,"Hombre","entre 60 y 74"
"20052","Eslovenia",9,1,"Mujer","entre 45 y 59"
"20053","Eslovenia",10,5,"Hombre","menor de 30"
"20054","Eslovenia",8,5,"Hombre","entre 45 y 59"
"20055","Eslovenia",5,5,"Hombre","entre 30 y 44"
"20056","Eslovenia",3,3,"Mujer","menor de 30"
"20057","Eslovenia",9,9,"Hombre","entre 45 y 59"
"20058","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20059","Eslovenia",5,2,"Mujer","entre 30 y 44"
"20060","Eslovenia",10,9,"Mujer","entre 60 y 74"
"20061","Eslovenia",10,9,"Mujer","entre 60 y 74"
"20062","Eslovenia",9,2,"Mujer","entre 45 y 59"
"20063","Eslovenia",10,0,"Mujer","entre 60 y 74"
"20064","Eslovenia",6,5,"Mujer","entre 45 y 59"
"20065","Eslovenia",8,5,"Mujer","75 o mayor"
"20066","Eslovenia",6,5,"Mujer","entre 45 y 59"
"20067","Eslovenia",6,6,"Hombre","entre 45 y 59"
"20068","Eslovenia",10,10,"Mujer","entre 60 y 74"
"20069","Eslovenia",9,8,"Mujer","entre 60 y 74"
"20070","Eslovenia",6,4,"Mujer","menor de 30"
"20071","Eslovenia",5,2,"Mujer","entre 60 y 74"
"20072","Eslovenia",10,0,"Hombre","entre 30 y 44"
"20073","Eslovenia",8,6,"Hombre","75 o mayor"
"20074","Eslovenia",8,6,"Hombre","entre 30 y 44"
"20075","Eslovenia",10,5,"Mujer","menor de 30"
"20076","Eslovenia",8,8,"Mujer","menor de 30"
"20077","Eslovenia",6,3,"Mujer","entre 30 y 44"
"20078","Eslovenia",10,8,"Hombre","entre 45 y 59"
"20079","Eslovenia",10,0,"Hombre","entre 45 y 59"
"20080","Eslovenia",9,9,"Hombre","entre 45 y 59"
"20081","Eslovenia",8,3,"Hombre","menor de 30"
"20082","Eslovenia",8,6,"Hombre","entre 45 y 59"
"20083","Eslovenia",10,10,"Mujer","75 o mayor"
"20084","Eslovenia",10,3,"Mujer","entre 30 y 44"
"20085","Eslovenia",7,7,"Mujer","menor de 30"
"20086","Eslovenia",8,6,"Hombre","entre 60 y 74"
"20087","Eslovenia",7,3,"Hombre","menor de 30"
"20088","Eslovenia",8,3,"Hombre",NA
"20089","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20090","Eslovenia",7,5,"Mujer","entre 45 y 59"
"20091","Eslovenia",8,6,"Hombre","entre 45 y 59"
"20092","Eslovenia",7,7,"Hombre","entre 30 y 44"
"20093","Eslovenia",7,1,"Hombre","menor de 30"
"20094","Eslovenia",8,7,"Mujer","entre 45 y 59"
"20095","Eslovenia",7,6,"Hombre","menor de 30"
"20096","Eslovenia",9,9,"Mujer","entre 45 y 59"
"20097","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20098","Eslovenia",10,10,"Hombre","entre 60 y 74"
"20099","Eslovenia",8,2,"Hombre","menor de 30"
"20100","Eslovenia",4,4,"Mujer","entre 45 y 59"
"20101","Eslovenia",9,7,"Mujer","75 o mayor"
"20102","Eslovenia",6,6,"Mujer","menor de 30"
"20103","Eslovenia",9,9,"Hombre","entre 60 y 74"
"20104","Eslovenia",8,8,"Hombre","entre 45 y 59"
"20105","Eslovenia",8,4,"Mujer","entre 45 y 59"
"20106","Eslovenia",9,9,"Hombre","entre 30 y 44"
"20107","Eslovenia",8,5,"Hombre","entre 45 y 59"
"20108","Eslovenia",5,5,"Mujer","75 o mayor"
"20109","Eslovenia",5,5,"Mujer","entre 30 y 44"
"20110","Eslovenia",9,7,"Mujer","entre 30 y 44"
"20111","Eslovenia",1,1,"Mujer","entre 45 y 59"
"20112","Eslovenia",10,8,"Mujer",NA
"20113","Eslovenia",10,7,"Hombre","entre 30 y 44"
"20114","Eslovenia",10,1,"Hombre","entre 45 y 59"
"20115","Eslovenia",8,5,"Hombre","entre 60 y 74"
"20116","Eslovenia",10,6,"Mujer","entre 45 y 59"
"20117","Eslovenia",8,8,"Hombre","entre 45 y 59"
"20118","Eslovenia",3,5,"Mujer","entre 45 y 59"
"20119","Eslovenia",8,8,"Hombre","menor de 30"
"20120","Eslovenia",9,5,"Hombre","entre 45 y 59"
"20121","Eslovenia",10,7,"Mujer","entre 45 y 59"
"20122","Eslovenia",2,2,"Hombre","entre 45 y 59"
"20123","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20124","Eslovenia",9,8,"Mujer","entre 60 y 74"
"20125","Eslovenia",8,7,"Mujer","menor de 30"
"20126","Eslovenia",2,0,"Mujer","menor de 30"
"20127","Eslovenia",10,10,"Hombre","entre 60 y 74"
"20128","Eslovenia",6,NA,"Hombre","entre 30 y 44"
"20129","Eslovenia",7,5,"Hombre","menor de 30"
"20130","Eslovenia",4,4,"Mujer","menor de 30"
"20131","Eslovenia",7,4,"Mujer","menor de 30"
"20132","Eslovenia",8,5,"Hombre","entre 45 y 59"
"20133","Eslovenia",7,7,"Mujer","entre 30 y 44"
"20134","Eslovenia",10,0,"Hombre","75 o mayor"
"20135","Eslovenia",8,4,"Hombre","entre 45 y 59"
"20136","Eslovenia",9,2,"Mujer","entre 60 y 74"
"20137","Eslovenia",9,2,"Hombre","entre 45 y 59"
"20138","Eslovenia",3,1,"Hombre","entre 60 y 74"
"20139","Eslovenia",8,6,"Mujer","75 o mayor"
"20140","Eslovenia",8,6,"Mujer","entre 60 y 74"
"20141","Eslovenia",1,0,"Hombre","entre 60 y 74"
"20142","Eslovenia",8,0,"Hombre","entre 60 y 74"
"20143","Eslovenia",7,5,"Hombre","entre 60 y 74"
"20144","Eslovenia",10,8,"Mujer","entre 60 y 74"
"20145","Eslovenia",8,7,"Mujer","entre 60 y 74"
"20146","Eslovenia",5,5,"Hombre","menor de 30"
"20147","Eslovenia",6,5,"Hombre","menor de 30"
"20148","Eslovenia",0,0,"Mujer","entre 45 y 59"
"20149","Eslovenia",6,6,"Hombre","entre 60 y 74"
"20150","Eslovenia",7,7,"Mujer","menor de 30"
"20151","Eslovenia",7,7,"Hombre","menor de 30"
"20152","Eslovenia",8,6,"Mujer","entre 45 y 59"
"20153","Eslovenia",8,NA,"Hombre","entre 45 y 59"
"20154","Eslovenia",0,2,"Hombre","entre 30 y 44"
"20155","Eslovenia",10,NA,"Mujer","75 o mayor"
"20156","Eslovenia",8,6,"Mujer","menor de 30"
"20157","Eslovenia",8,8,"Hombre","entre 60 y 74"
"20158","Eslovenia",7,7,"Hombre","entre 45 y 59"
"20159","Eslovenia",7,3,"Hombre","entre 30 y 44"
"20160","Eslovenia",10,10,"Mujer","entre 60 y 74"
"20161","Eslovenia",6,6,"Hombre","menor de 30"
"20162","Eslovenia",4,4,"Hombre","entre 60 y 74"
"20163","Eslovenia",10,6,"Hombre","75 o mayor"
"20164","Eslovenia",7,4,"Mujer","entre 60 y 74"
"20165","Eslovenia",6,4,"Hombre","entre 30 y 44"
"20166","Eslovenia",8,6,"Mujer","75 o mayor"
"20167","Eslovenia",7,8,"Hombre","menor de 30"
"20168","Eslovenia",10,10,"Hombre","entre 30 y 44"
"20169","Eslovenia",10,10,"Mujer","entre 60 y 74"
"20170","Eslovenia",9,8,"Hombre","entre 60 y 74"
"20171","Eslovenia",4,6,"Mujer","menor de 30"
"20172","Eslovenia",8,8,"Mujer","entre 45 y 59"
"20173","Eslovenia",10,5,"Hombre","entre 30 y 44"
"20174","Eslovenia",10,5,"Mujer","entre 30 y 44"
"20175","Eslovenia",6,5,"Hombre","entre 30 y 44"
"20176","Eslovenia",7,8,"Mujer","menor de 30"
"20177","Eslovenia",5,9,"Hombre","entre 45 y 59"
"20178","Eslovenia",7,7,"Hombre","menor de 30"
"20179","Eslovenia",8,6,"Hombre","menor de 30"
"20180","Eslovenia",10,6,"Mujer","entre 60 y 74"
"20181","Eslovenia",8,8,"Mujer","entre 60 y 74"
"20182","Eslovenia",8,8,"Hombre","entre 45 y 59"
"20183","Eslovenia",7,6,"Hombre","75 o mayor"
"20184","Eslovenia",10,10,"Hombre","75 o mayor"
"20185","Eslovenia",6,6,"Hombre","menor de 30"
"20186","Eslovenia",8,7,"Mujer","entre 45 y 59"
"20187","Eslovenia",7,5,"Mujer","menor de 30"
"20188","Eslovenia",9,5,"Mujer","75 o mayor"
"20189","Eslovenia",8,3,"Hombre","menor de 30"
"20190","Eslovenia",6,4,"Hombre","menor de 30"
"20191","Eslovenia",9,9,"Hombre","75 o mayor"
"20192","Eslovenia",10,5,"Hombre","entre 30 y 44"
"20193","Eslovenia",8,6,"Mujer","entre 30 y 44"
"20194","Eslovenia",9,8,"Mujer","menor de 30"
"20195","Eslovenia",3,3,"Mujer","entre 30 y 44"
"20196","Eslovenia",7,7,"Hombre","entre 45 y 59"
"20197","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20198","Eslovenia",8,4,"Mujer","entre 45 y 59"
"20199","Eslovenia",10,1,"Mujer","entre 60 y 74"
"20200","Eslovenia",6,6,"Hombre","entre 45 y 59"
"20201","Eslovenia",9,9,"Hombre","entre 30 y 44"
"20202","Eslovenia",7,7,"Hombre","entre 30 y 44"
"20203","Eslovenia",10,4,"Mujer","75 o mayor"
"20204","Eslovenia",10,0,"Mujer","menor de 30"
"20205","Eslovenia",7,6,"Mujer","entre 60 y 74"
"20206","Eslovenia",5,6,"Mujer","menor de 30"
"20207","Eslovenia",9,4,"Hombre","menor de 30"
"20208","Eslovenia",7,7,"Hombre","menor de 30"
"20209","Eslovenia",9,9,"Mujer","entre 60 y 74"
"20210","Eslovenia",8,8,"Hombre","75 o mayor"
"20211","Eslovenia",10,9,"Hombre","entre 45 y 59"
"20212","Eslovenia",10,0,"Mujer","75 o mayor"
"20213","Eslovenia",7,2,"Hombre","entre 45 y 59"
"20214","Eslovenia",9,8,"Hombre","menor de 30"
"20215","Eslovenia",1,7,"Mujer","entre 45 y 59"
"20216","Eslovenia",7,4,"Hombre","menor de 30"
"20217","Eslovenia",7,8,"Hombre","menor de 30"
"20218","Eslovenia",10,0,"Mujer","entre 60 y 74"
"20219","Eslovenia",8,2,"Hombre","entre 30 y 44"
"20220","Eslovenia",8,8,"Hombre","entre 30 y 44"
"20221","Eslovenia",2,2,"Hombre","menor de 30"
"20222","Eslovenia",3,3,"Hombre","menor de 30"
"20223","Eslovenia",8,7,"Mujer","menor de 30"
"20224","Eslovenia",10,7,"Hombre","entre 30 y 44"
"20225","Eslovenia",7,6,"Mujer","entre 30 y 44"
"20226","Eslovenia",10,7,"Hombre","entre 60 y 74"
"20227","Eslovenia",7,9,"Mujer","menor de 30"
"20228","Eslovenia",10,4,"Mujer","entre 45 y 59"
"20229","Eslovenia",10,9,"Mujer","entre 60 y 74"
"20230","Eslovenia",7,7,"Mujer","entre 45 y 59"
"20231","Eslovenia",10,4,"Mujer","menor de 30"
"20232","Eslovenia",6,0,"Mujer","entre 60 y 74"
"20233","Eslovenia",2,3,"Mujer","menor de 30"
"20234","Eslovenia",10,7,"Hombre","entre 45 y 59"
"20235","Eslovenia",8,3,"Mujer","entre 60 y 74"
"20236","Eslovenia",7,7,"Mujer","entre 30 y 44"
"20237","Eslovenia",5,8,"Hombre","entre 60 y 74"
"20238","Eslovenia",10,8,"Hombre","entre 60 y 74"
"20239","Eslovenia",10,10,"Hombre","menor de 30"
"20240","Eslovenia",8,3,"Mujer","entre 30 y 44"
"20241","Eslovenia",8,7,"Hombre","entre 60 y 74"
"20242","Eslovenia",9,4,"Mujer","entre 30 y 44"
"20243","Eslovenia",5,4,"Hombre","menor de 30"
"20244","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20245","Eslovenia",5,7,"Mujer","entre 60 y 74"
"20246","Eslovenia",7,5,"Mujer","menor de 30"
"20247","Eslovenia",5,8,"Hombre","entre 60 y 74"
"20248","Eslovenia",8,6,"Hombre","menor de 30"
"20249","Eslovenia",7,6,"Mujer","entre 45 y 59"
"20250","Eslovenia",7,8,"Mujer","menor de 30"
"20251","Eslovenia",8,6,"Mujer","entre 30 y 44"
"20252","Eslovenia",8,6,"Mujer","menor de 30"
"20253","Eslovenia",6,2,"Mujer","entre 45 y 59"
"20254","Eslovenia",8,6,"Mujer",NA
"20255","Eslovenia",8,5,"Hombre","entre 30 y 44"
"20256","Eslovenia",5,5,"Hombre","entre 30 y 44"
"20257","Eslovenia",7,7,"Hombre","entre 60 y 74"
"20258","Eslovenia",10,7,"Mujer","menor de 30"
"20259","Eslovenia",10,7,"Hombre",NA
"20260","Eslovenia",8,6,"Mujer","menor de 30"
"20261","Eslovenia",9,7,"Hombre","entre 30 y 44"
"20262","Eslovenia",3,0,"Hombre","entre 60 y 74"
"20263","Eslovenia",9,5,"Hombre","entre 30 y 44"
"20264","Eslovenia",8,8,"Mujer","entre 30 y 44"
"20265","Eslovenia",10,5,"Mujer","entre 45 y 59"
"20266","Eslovenia",9,4,"Hombre","entre 30 y 44"
"20267","Eslovenia",8,5,"Hombre","entre 45 y 59"
"20268","Eslovenia",10,0,"Mujer","entre 45 y 59"
"20269","Eslovenia",7,6,"Mujer","menor de 30"
"20270","Eslovenia",10,10,"Hombre","entre 45 y 59"
"20271","Eslovenia",6,7,"Mujer","menor de 30"
"20272","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20273","Eslovenia",8,6,"Mujer","entre 60 y 74"
"20274","Eslovenia",7,6,"Hombre","menor de 30"
"20275","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20276","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20277","Eslovenia",7,8,"Mujer","menor de 30"
"20278","Eslovenia",7,7,"Hombre","entre 30 y 44"
"20279","Eslovenia",6,1,"Mujer","entre 60 y 74"
"20280","Eslovenia",8,8,"Hombre","menor de 30"
"20281","Eslovenia",10,2,"Mujer","entre 60 y 74"
"20282","Eslovenia",7,6,"Hombre","menor de 30"
"20283","Eslovenia",6,6,"Mujer","entre 45 y 59"
"20284","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20285","Eslovenia",10,8,"Mujer","75 o mayor"
"20286","Eslovenia",10,5,"Hombre","entre 60 y 74"
"20287","Eslovenia",9,9,"Mujer","menor de 30"
"20288","Eslovenia",8,6,"Mujer","entre 45 y 59"
"20289","Eslovenia",9,9,"Mujer","entre 30 y 44"
"20290","Eslovenia",2,0,"Hombre","menor de 30"
"20291","Eslovenia",7,5,"Mujer","entre 30 y 44"
"20292","Eslovenia",4,2,"Hombre","entre 60 y 74"
"20293","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20294","Eslovenia",7,7,"Hombre","menor de 30"
"20295","Eslovenia",7,7,"Hombre","entre 60 y 74"
"20296","Eslovenia",9,7,"Mujer","entre 30 y 44"
"20297","Eslovenia",10,8,"Hombre","75 o mayor"
"20298","Eslovenia",3,2,"Hombre","entre 45 y 59"
"20299","Eslovenia",8,9,"Mujer","menor de 30"
"20300","Eslovenia",10,7,"Mujer","entre 45 y 59"
"20301","Eslovenia",7,7,"Mujer","menor de 30"
"20302","Eslovenia",3,3,"Hombre","entre 60 y 74"
"20303","Eslovenia",8,8,"Mujer","entre 30 y 44"
"20304","Eslovenia",8,6,"Hombre","menor de 30"
"20305","Eslovenia",5,1,"Mujer","entre 45 y 59"
"20306","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20307","Eslovenia",9,5,"Hombre","menor de 30"
"20308","Eslovenia",10,5,"Hombre","entre 60 y 74"
"20309","Eslovenia",8,6,"Mujer","entre 60 y 74"
"20310","Eslovenia",9,9,"Hombre","entre 45 y 59"
"20311","Eslovenia",10,10,"Mujer","entre 60 y 74"
"20312","Eslovenia",3,0,"Mujer","entre 60 y 74"
"20313","Eslovenia",8,2,"Hombre","entre 45 y 59"
"20314","Eslovenia",10,8,"Mujer",NA
"20315","Eslovenia",1,1,"Hombre","entre 60 y 74"
"20316","Eslovenia",7,2,"Mujer","entre 45 y 59"
"20317","Eslovenia",8,2,"Hombre","75 o mayor"
"20318","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20319","Eslovenia",8,8,"Mujer","entre 45 y 59"
"20320","Eslovenia",5,2,"Mujer","entre 45 y 59"
"20321","Eslovenia",10,2,"Mujer","entre 60 y 74"
"20322","Eslovenia",10,10,"Mujer","entre 45 y 59"
"20323","Eslovenia",10,NA,"Hombre","entre 60 y 74"
"20324","Eslovenia",9,9,"Mujer","entre 45 y 59"
"20325","Eslovenia",5,8,"Mujer","menor de 30"
"20326","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20327","Eslovenia",9,4,"Mujer","entre 45 y 59"
"20328","Eslovenia",9,9,"Hombre","entre 30 y 44"
"20329","Eslovenia",7,7,"Hombre","menor de 30"
"20330","Eslovenia",10,2,"Mujer","entre 30 y 44"
"20331","Eslovenia",10,7,"Hombre","75 o mayor"
"20332","Eslovenia",8,7,"Hombre","entre 30 y 44"
"20333","Eslovenia",10,10,"Hombre","menor de 30"
"20334","Eslovenia",9,8,"Hombre","entre 60 y 74"
"20335","Eslovenia",8,6,"Hombre","entre 45 y 59"
"20336","Eslovenia",8,7,"Mujer","entre 45 y 59"
"20337","Eslovenia",8,7,"Hombre","entre 30 y 44"
"20338","Eslovenia",8,7,"Hombre","entre 30 y 44"
"20339","Eslovenia",10,7,"Mujer","entre 60 y 74"
"20340","Eslovenia",9,8,"Mujer","75 o mayor"
"20341","Eslovenia",10,7,"Mujer","entre 60 y 74"
"20342","Eslovenia",10,5,"Mujer","entre 45 y 59"
"20343","Eslovenia",9,2,"Hombre","entre 45 y 59"
"20344","Eslovenia",8,5,"Hombre","entre 30 y 44"
"20345","Eslovenia",8,8,"Mujer","entre 45 y 59"
"20346","Eslovenia",8,8,"Hombre","entre 30 y 44"
"20347","Eslovenia",5,5,"Hombre","entre 60 y 74"
"20348","Eslovenia",7,7,"Mujer","entre 30 y 44"
"20349","Eslovenia",9,7,"Mujer","entre 30 y 44"
"20350","Eslovenia",10,9,"Hombre","entre 60 y 74"
"20351","Eslovenia",5,5,"Hombre","menor de 30"
"20352","Eslovenia",3,8,"Mujer","menor de 30"
"20353","Eslovenia",9,9,"Mujer","entre 45 y 59"
"20354","Eslovenia",10,8,"Mujer","75 o mayor"
"20355","Eslovenia",7,7,"Mujer","menor de 30"
"20356","Eslovenia",4,2,"Mujer","entre 45 y 59"
"20357","Eslovenia",10,8,"Hombre","entre 30 y 44"
"20358","Eslovenia",10,8,"Mujer","entre 45 y 59"
"20359","Eslovenia",9,6,"Hombre","entre 30 y 44"
"20360","Eslovenia",9,7,"Mujer",NA
"20361","Eslovenia",10,8,"Hombre","entre 45 y 59"
"20362","Eslovenia",8,6,"Mujer","75 o mayor"
"20363","Eslovenia",4,8,"Hombre","entre 30 y 44"
"20364","Eslovenia",6,6,"Hombre","menor de 30"
"20365","Eslovenia",9,7,"Hombre","entre 45 y 59"
"20366","Eslovenia",0,0,"Hombre","entre 30 y 44"
"20367","Eslovenia",10,0,"Hombre","entre 60 y 74"
"20368","Eslovenia",9,6,"Mujer","75 o mayor"
"20369","Eslovenia",0,0,"Hombre","menor de 30"
"20370","Eslovenia",9,3,"Hombre","75 o mayor"
"20371","Eslovenia",8,3,"Mujer","entre 45 y 59"
"20372","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20373","Eslovenia",9,4,"Hombre","menor de 30"
"20374","Eslovenia",9,7,"Mujer","menor de 30"
"20375","Eslovenia",10,7,"Mujer","entre 30 y 44"
"20376","Eslovenia",8,5,"Mujer","entre 30 y 44"
"20377","Eslovenia",9,5,"Mujer","menor de 30"
"20378","Eslovenia",8,8,"Hombre","entre 30 y 44"
"20379","Eslovenia",10,0,"Mujer","entre 60 y 74"
"20380","Eslovenia",7,6,"Mujer","entre 30 y 44"
"20381","Eslovenia",6,4,"Mujer","menor de 30"
"20382","Eslovenia",6,6,"Hombre","entre 30 y 44"
"20383","Eslovenia",9,2,"Mujer","entre 45 y 59"
"20384","Eslovenia",10,10,"Hombre","75 o mayor"
"20385","Eslovenia",5,5,"Hombre","entre 30 y 44"
"20386","Eslovenia",10,8,"Hombre","75 o mayor"
"20387","Eslovenia",10,7,"Mujer","entre 30 y 44"
"20388","Eslovenia",10,6,"Mujer","entre 30 y 44"
"20389","Eslovenia",10,5,"Mujer","entre 60 y 74"
"20390","Eslovenia",9,7,"Hombre","75 o mayor"
"20391","Eslovenia",10,10,"Hombre",NA
"20392","Eslovenia",NA,0,"Hombre","entre 30 y 44"
"20393","Eslovenia",10,10,"Mujer","75 o mayor"
"20394","Eslovenia",8,3,"Mujer","entre 45 y 59"
"20395","Eslovenia",8,8,"Hombre","entre 30 y 44"
"20396","Eslovenia",4,3,"Mujer","menor de 30"
"20397","Eslovenia",9,8,"Hombre","entre 60 y 74"
"20398","Eslovenia",10,9,"Hombre","entre 60 y 74"
