"","idno","cntry","freehms","lrnobed","impcntr","atchctr","atcherp","wrclmch","gndr","agea","age_category"
"19044",74782,"Norway",2,3,1,8,6,3,"Female",80,"75 o mayor"
"19045",74788,"Norway",1,1,2,10,8,3,"Female",26,"menor de 30"
"19046",74835,"Norway",2,1,2,10,8,3,"Male",26,"menor de 30"
"19047",74836,"Norway",1,4,1,10,10,3,"Female",51,"entre 45 y 59"
"19048",74871,"Norway",2,4,2,8,8,3,"Male",35,"entre 30 y 44"
"19049",74882,"Norway",1,2,1,9,8,3,"Male",16,"menor de 30"
"19050",74935,"Norway",1,3,2,10,10,3,"Female",53,"entre 45 y 59"
"19051",74940,"Norway",1,4,2,8,8,3,"Female",26,"menor de 30"
"19052",74958,"Norway",1,4,2,9,7,5,"Female",28,"menor de 30"
"19053",74984,"Norway",2,4,2,8,5,3,"Male",54,"entre 45 y 59"
"19054",74999,"Norway",3,1,1,5,5,3,"Female",83,"75 o mayor"
"19055",75052,"Norway",1,3,1,8,6,1,"Male",61,"entre 60 y 74"
"19056",75057,"Norway",1,4,1,10,3,3,"Male",47,"entre 45 y 59"
"19057",75063,"Norway",2,4,1,5,8,3,"Female",55,"entre 45 y 59"
"19058",75098,"Norway",1,1,3,10,8,2,"Male",71,"entre 60 y 74"
"19059",75109,"Norway",1,1,3,10,7,1,"Male",52,"entre 45 y 59"
"19060",75118,"Norway",2,2,2,8,6,3,"Male",66,"entre 60 y 74"
"19061",75165,"Norway",1,2,2,10,4,2,"Male",27,"menor de 30"
"19062",75202,"Norway",1,2,1,4,6,2,"Male",53,"entre 45 y 59"
"19063",75215,"Norway",3,3,2,9,8,3,"Male",73,"entre 60 y 74"
"19064",75226,"Norway",2,1,1,9,5,3,"Female",41,"entre 30 y 44"
"19065",75238,"Norway",2,3,2,5,5,3,"Male",21,"menor de 30"
"19066",75378,"Norway",1,4,2,7,7,3,"Male",37,"entre 30 y 44"
"19067",75387,"Norway",2,4,2,9,8,3,"Male",36,"entre 30 y 44"
"19068",75395,"Norway",1,4,2,9,8,4,"Female",41,"entre 30 y 44"
"19069",75396,"Norway",1,2,2,7,7,2,"Female",45,"entre 45 y 59"
"19070",75397,"Norway",1,2,3,8,8,4,"Male",23,"menor de 30"
"19071",75430,"Norway",1,4,1,10,10,4,"Female",71,"entre 60 y 74"
"19072",75431,"Norway",1,2,3,10,7,3,"Female",45,"entre 45 y 59"
"19073",75487,"Norway",2,2,2,8,8,2,"Male",24,"menor de 30"
"19074",75492,"Norway",1,3,2,8,7,3,"Female",70,"entre 60 y 74"
"19075",75522,"Norway",2,1,2,8,8,3,"Male",76,"75 o mayor"
"19076",75526,"Norway",1,2,1,10,10,3,"Male",43,"entre 30 y 44"
"19077",75556,"Norway",2,3,2,7,5,3,"Female",50,"entre 45 y 59"
"19078",75558,"Norway",2,2,2,9,5,2,"Female",50,"entre 45 y 59"
"19079",75560,"Norway",1,3,2,8,6,3,"Female",18,"menor de 30"
"19080",75572,"Norway",5,1,2,10,7,4,"Male",53,"entre 45 y 59"
"19081",75574,"Norway",2,2,1,9,10,3,"Male",33,"entre 30 y 44"
"19082",75603,"Norway",1,1,2,9,7,4,"Female",34,"entre 30 y 44"
"19083",75670,"Norway",2,4,3,10,4,4,"Male",59,"entre 45 y 59"
"19084",75690,"Norway",2,2,2,9,7,1,"Male",16,"menor de 30"
"19085",75777,"Norway",1,2,2,3,7,4,"Female",27,"menor de 30"
"19086",75793,"Norway",3,2,3,3,3,1,"Male",17,"menor de 30"
"19087",75797,"Norway",1,2,1,9,6,3,"Female",66,"entre 60 y 74"
"19088",75854,"Norway",2,3,2,7,5,3,"Male",32,"entre 30 y 44"
"19089",75855,"Norway",1,3,1,9,5,3,"Female",60,"entre 60 y 74"
"19090",75950,"Norway",1,4,1,5,5,4,"Male",47,"entre 45 y 59"
"19091",75996,"Norway",1,1,1,10,10,1,"Male",63,"entre 60 y 74"
"19092",75997,"Norway",2,4,2,7,7,3,"Female",26,"menor de 30"
"19093",75999,"Norway",1,1,2,8,5,3,"Female",49,"entre 45 y 59"
"19094",76023,"Norway",2,1,3,8,9,3,"Male",18,"menor de 30"
"19095",76034,"Norway",3,2,1,9,8,3,"Female",20,"menor de 30"
"19096",76066,"Norway",1,3,2,8,2,3,"Male",30,"entre 30 y 44"
"19097",76109,"Norway",1,3,1,7,4,3,"Female",28,"menor de 30"
"19098",76167,"Norway",1,3,1,10,6,4,"Male",61,"entre 60 y 74"
"19099",76214,"Norway",1,3,2,8,3,3,"Male",33,"entre 30 y 44"
"19100",76227,"Norway",1,2,1,8,6,3,"Female",37,"entre 30 y 44"
"19101",76241,"Norway",1,4,3,9,2,3,"Female",41,"entre 30 y 44"
"19102",76252,"Norway",2,2,3,9,7,4,"Female",70,"entre 60 y 74"
"19103",76362,"Norway",1,4,1,8,5,4,"Male",52,"entre 45 y 59"
"19104",76388,"Norway",1,3,2,8,7,3,"Male",29,"menor de 30"
"19105",76427,"Norway",2,2,2,10,3,2,"Male",34,"entre 30 y 44"
"19106",76476,"Norway",1,4,1,6,6,3,"Female",54,"entre 45 y 59"
"19107",76478,"Norway",1,4,2,10,7,3,"Female",66,"entre 60 y 74"
"19108",76504,"Norway",1,3,1,6,3,3,"Female",34,"entre 30 y 44"
"19109",76513,"Norway",1,4,2,8,6,2,"Male",41,"entre 30 y 44"
"19110",76616,"Norway",2,2,3,9,2,1,"Male",49,"entre 45 y 59"
"19111",76716,"Norway",1,2,2,9,8,3,"Male",43,"entre 30 y 44"
"19112",76719,"Norway",1,2,2,8,6,3,"Female",39,"entre 30 y 44"
"19113",76730,"Norway",1,2,2,9,9,3,"Male",65,"entre 60 y 74"
"19114",76738,"Norway",1,4,2,10,7,3,"Male",42,"entre 30 y 44"
"19115",76744,"Norway",2,4,2,9,8,3,"Male",67,"entre 60 y 74"
"19116",76770,"Norway",2,2,1,7,7,3,"Female",41,"entre 30 y 44"
"19117",76786,"Norway",1,2,1,9,6,4,"Male",29,"menor de 30"
"19118",76802,"Norway",2,2,2,7,6,3,"Male",69,"entre 60 y 74"
"19119",76805,"Norway",2,2,2,6,6,4,"Female",22,"menor de 30"
"19120",76812,"Norway",1,4,1,10,9,4,"Female",49,"entre 45 y 59"
"19121",76833,"Norway",1,1,2,9,8,4,"Female",67,"entre 60 y 74"
"19122",76882,"Norway",1,4,2,8,6,4,"Male",45,"entre 45 y 59"
"19123",76891,"Norway",1,3,2,10,7,3,"Female",75,"75 o mayor"
"19124",76893,"Norway",1,3,2,10,8,3,"Male",74,"entre 60 y 74"
"19125",76923,"Norway",2,4,3,7,7,4,"Male",57,"entre 45 y 59"
"19126",76949,"Norway",2,2,3,8,8,3,"Female",80,"75 o mayor"
"19127",76975,"Norway",1,2,1,9,5,3,"Male",39,"entre 30 y 44"
"19128",76977,"Norway",2,3,1,8,8,3,"Male",45,"entre 45 y 59"
"19129",76989,"Norway",2,2,2,8,3,3,"Male",76,"75 o mayor"
"19130",77062,"Norway",1,1,2,10,5,5,"Female",47,"entre 45 y 59"
"19131",77080,"Norway",1,4,1,8,5,4,"Male",19,"menor de 30"
"19132",77126,"Norway",5,1,2,10,10,3,"Female",40,"entre 30 y 44"
"19133",77143,"Norway",1,2,1,10,10,3,"Female",69,"entre 60 y 74"
"19134",77253,"Norway",1,2,2,8,9,3,"Male",19,"menor de 30"
"19135",77284,"Norway",2,2,2,8,7,4,"Male",75,"75 o mayor"
"19136",77300,"Norway",1,4,2,10,8,3,"Female",60,"entre 60 y 74"
"19137",77372,"Norway",1,2,2,7,5,2,"Male",36,"entre 30 y 44"
"19138",77421,"Norway",1,2,2,10,7,4,"Male",67,"entre 60 y 74"
"19139",77452,"Norway",2,2,2,9,4,3,"Female",75,"75 o mayor"
"19140",77470,"Norway",1,2,2,8,6,1,"Male",30,"entre 30 y 44"
"19141",77475,"Norway",2,2,2,7,9,3,"Male",41,"entre 30 y 44"
"19142",77501,"Norway",2,2,3,10,10,4,"Female",82,"75 o mayor"
"19143",77524,"Norway",1,3,1,7,6,3,"Female",48,"entre 45 y 59"
"19144",77543,"Norway",2,2,3,10,5,3,"Female",78,"75 o mayor"
"19145",77547,"Norway",1,2,2,7,7,3,"Female",71,"entre 60 y 74"
"19146",77565,"Norway",1,3,2,4,9,4,"Female",27,"menor de 30"
"19147",77598,"Norway",1,4,2,9,8,4,"Female",36,"entre 30 y 44"
"19148",77608,"Norway",1,5,2,10,10,3,"Female",63,"entre 60 y 74"
"19149",77615,"Norway",2,1,1,10,1,2,"Female",42,"entre 30 y 44"
"19150",77621,"Norway",2,3,2,10,9,4,"Female",75,"75 o mayor"
"19151",77647,"Norway",1,2,1,10,6,3,"Female",50,"entre 45 y 59"
"19152",77662,"Norway",2,2,2,9,7,3,"Male",17,"menor de 30"
"19153",77682,"Norway",2,4,1,8,8,3,"Female",46,"entre 45 y 59"
"19154",77715,"Norway",1,3,1,10,8,4,"Female",51,"entre 45 y 59"
"19155",77731,"Norway",2,2,1,9,7,3,"Male",69,"entre 60 y 74"
"19156",77774,"Norway",1,1,2,7,5,4,"Male",27,"menor de 30"
"19157",77796,"Norway",1,1,3,10,8,2,"Male",23,"menor de 30"
"19158",77816,"Norway",1,2,2,10,7,3,"Female",30,"entre 30 y 44"
"19159",77819,"Norway",1,4,2,9,8,4,"Female",25,"menor de 30"
"19160",77843,"Norway",1,3,1,9,9,3,"Male",24,"menor de 30"
"19161",77874,"Norway",2,2,3,7,2,3,"Female",19,"menor de 30"
"19162",77882,"Norway",1,2,1,9,6,4,"Female",57,"entre 45 y 59"
"19163",77889,"Norway",2,3,3,9,9,1,"Male",21,"menor de 30"
"19164",77916,"Norway",2,3,1,8,8,3,"Female",27,"menor de 30"
"19165",77954,"Norway",2,2,2,8,7,3,"Male",61,"entre 60 y 74"
"19166",77959,"Norway",2,2,2,10,8,2,"Male",68,"entre 60 y 74"
"19167",77969,"Norway",1,3,2,6,7,3,"Female",17,"menor de 30"
"19168",78004,"Norway",1,3,1,10,10,3,"Female",41,"entre 30 y 44"
"19169",78014,"Norway",3,2,1,8,5,3,"Male",69,"entre 60 y 74"
"19170",78020,"Norway",2,2,2,10,5,3,"Female",69,"entre 60 y 74"
"19171",78022,"Norway",2,2,3,7,6,3,"Female",44,"entre 30 y 44"
"19172",78029,"Norway",1,4,2,6,5,3,"Female",44,"entre 30 y 44"
"19173",78037,"Norway",2,2,2,9,9,4,"Male",40,"entre 30 y 44"
"19174",78087,"Norway",2,3,1,9,8,1,"Female",NA,NA
"19175",78108,"Norway",1,2,2,6,7,3,"Female",16,"menor de 30"
"19176",78207,"Norway",1,1,1,9,10,4,"Female",71,"entre 60 y 74"
"19177",78232,"Norway",1,2,2,7,8,4,"Male",20,"menor de 30"
"19178",78273,"Norway",1,2,2,9,8,4,"Male",27,"menor de 30"
"19179",78296,"Norway",1,2,3,10,10,3,"Male",NA,NA
"19180",78335,"Norway",1,3,3,9,9,4,"Male",58,"entre 45 y 59"
"19181",78374,"Norway",1,2,2,7,7,3,"Female",33,"entre 30 y 44"
"19182",78387,"Norway",3,2,2,10,8,4,"Male",67,"entre 60 y 74"
"19183",78409,"Norway",1,2,1,10,9,4,"Male",54,"entre 45 y 59"
"19184",78456,"Norway",1,3,1,8,6,4,"Female",23,"menor de 30"
"19185",78482,"Norway",1,4,3,9,9,3,"Female",55,"entre 45 y 59"
"19186",78520,"Norway",1,2,1,4,6,3,"Male",26,"menor de 30"
"19187",78556,"Norway",1,2,1,9,7,2,"Male",45,"entre 45 y 59"
"19188",78560,"Norway",2,3,2,10,6,1,"Male",43,"entre 30 y 44"
"19189",78591,"Norway",1,4,1,9,5,4,"Female",49,"entre 45 y 59"
"19190",78624,"Norway",2,2,2,10,7,4,"Female",80,"75 o mayor"
"19191",78626,"Norway",1,2,2,10,8,3,"Female",23,"menor de 30"
"19192",78640,"Norway",1,4,1,10,6,4,"Female",37,"entre 30 y 44"
"19193",78669,"Norway",3,2,2,8,10,2,"Female",83,"75 o mayor"
"19194",78674,"Norway",2,4,2,10,8,3,"Male",63,"entre 60 y 74"
"19195",78678,"Norway",1,4,1,10,10,4,"Female",17,"menor de 30"
"19196",78680,"Norway",2,2,2,10,6,2,"Male",48,"entre 45 y 59"
"19197",78687,"Norway",1,2,3,8,8,3,"Female",82,"75 o mayor"
"19198",78693,"Norway",1,4,2,10,7,5,"Male",75,"75 o mayor"
"19199",78734,"Norway",1,3,2,8,6,5,"Female",70,"entre 60 y 74"
"19200",78781,"Norway",1,4,2,8,6,3,"Female",23,"menor de 30"
"19201",78801,"Norway",1,3,1,8,7,4,"Male",26,"menor de 30"
"19202",78834,"Norway",1,3,4,0,0,1,"Male",37,"entre 30 y 44"
"19203",78861,"Norway",1,3,2,8,8,4,"Female",50,"entre 45 y 59"
"19204",78881,"Norway",2,2,3,8,5,3,"Male",78,"75 o mayor"
"19205",78901,"Norway",2,2,3,10,2,2,"Male",61,"entre 60 y 74"
"19206",78933,"Norway",2,4,3,8,10,4,"Female",62,"entre 60 y 74"
"19207",78953,"Norway",1,4,2,9,7,4,"Female",41,"entre 30 y 44"
"19208",78957,"Norway",1,4,2,9,7,4,"Female",26,"menor de 30"
"19209",78995,"Norway",2,2,1,10,10,3,"Female",19,"menor de 30"
"19210",79001,"Norway",1,2,2,8,5,3,"Male",47,"entre 45 y 59"
"19211",79017,"Norway",2,3,1,8,8,3,"Male",NA,NA
"19212",79072,"Norway",1,4,1,8,8,4,"Male",59,"entre 45 y 59"
"19213",79076,"Norway",2,2,2,9,6,3,"Female",44,"entre 30 y 44"
"19214",79124,"Norway",1,3,1,8,9,5,"Male",56,"entre 45 y 59"
"19215",79212,"Norway",2,1,3,9,6,3,"Male",70,"entre 60 y 74"
"19216",79244,"Norway",1,2,2,9,4,1,"Male",30,"entre 30 y 44"
"19217",79257,"Norway",3,3,3,5,5,4,"Male",49,"entre 45 y 59"
"19218",79266,"Norway",2,2,2,9,6,2,"Male",57,"entre 45 y 59"
"19219",79298,"Norway",1,3,3,7,5,3,"Male",17,"menor de 30"
"19220",79390,"Norway",NA,1,3,8,8,5,"Male",55,"entre 45 y 59"
"19221",79391,"Norway",1,3,2,10,8,3,"Male",58,"entre 45 y 59"
"19222",79508,"Norway",1,2,2,10,10,4,"Male",79,"75 o mayor"
"19223",79511,"Norway",1,2,2,8,2,2,"Male",23,"menor de 30"
"19224",79529,"Norway",2,2,4,3,8,4,"Female",76,"75 o mayor"
"19225",79646,"Norway",3,2,1,8,7,3,"Male",69,"entre 60 y 74"
"19226",79681,"Norway",1,1,1,10,6,4,"Female",38,"entre 30 y 44"
"19227",79802,"Norway",1,3,1,5,5,4,"Female",31,"entre 30 y 44"
"19228",79806,"Norway",5,3,1,7,7,4,"Male",17,"menor de 30"
"19229",79825,"Norway",1,4,3,10,3,3,"Female",52,"entre 45 y 59"
"19230",79842,"Norway",1,4,1,9,3,2,"Male",30,"entre 30 y 44"
"19231",79850,"Norway",1,4,3,9,2,2,"Male",50,"entre 45 y 59"
"19232",79866,"Norway",1,2,2,9,6,3,"Male",48,"entre 45 y 59"
"19233",79885,"Norway",2,3,2,7,4,3,"Male",16,"menor de 30"
"19234",79910,"Norway",3,1,2,7,9,3,"Male",31,"entre 30 y 44"
"19235",79926,"Norway",2,4,1,3,1,1,"Male",18,"menor de 30"
"19236",79983,"Norway",1,2,1,8,7,3,"Male",60,"entre 60 y 74"
"19237",79998,"Norway",1,4,2,10,5,3,"Female",31,"entre 30 y 44"
"19238",80067,"Norway",1,5,1,8,9,4,"Female",35,"entre 30 y 44"
"19239",80092,"Norway",1,3,1,8,6,3,"Male",68,"entre 60 y 74"
"19240",80109,"Norway",2,4,2,10,8,4,"Female",65,"entre 60 y 74"
"19241",80164,"Norway",1,4,1,8,3,4,"Female",39,"entre 30 y 44"
"19242",80184,"Norway",1,1,2,8,5,1,"Male",53,"entre 45 y 59"
"19243",80186,"Norway",1,2,1,8,6,3,"Female",20,"menor de 30"
"19244",80190,"Norway",1,4,3,9,6,3,"Female",27,"menor de 30"
"19245",80197,"Norway",1,2,2,6,4,2,"Male",24,"menor de 30"
"19246",80233,"Norway",1,1,2,10,10,3,"Female",78,"75 o mayor"
"19247",80239,"Norway",1,3,1,8,8,3,"Male",48,"entre 45 y 59"
"19248",80244,"Norway",2,2,2,10,8,2,"Female",86,"75 o mayor"
"19249",80253,"Norway",2,4,2,10,10,4,"Female",NA,NA
"19250",80256,"Norway",2,2,1,NA,NA,4,"Female",17,"menor de 30"
"19251",80274,"Norway",1,3,1,10,6,3,"Female",58,"entre 45 y 59"
"19252",80322,"Norway",2,2,2,8,6,3,"Female",41,"entre 30 y 44"
"19253",80347,"Norway",1,3,2,7,6,3,"Female",60,"entre 60 y 74"
"19254",80349,"Norway",2,4,2,10,4,3,"Female",59,"entre 45 y 59"
"19255",80371,"Norway",1,3,1,7,5,3,"Male",25,"menor de 30"
"19256",80386,"Norway",1,4,2,10,10,5,"Female",48,"entre 45 y 59"
"19257",80416,"Norway",3,2,1,8,8,1,"Male",67,"entre 60 y 74"
"19258",80426,"Norway",1,4,2,7,4,4,"Male",46,"entre 45 y 59"
"19259",80459,"Norway",2,3,3,9,8,2,"Male",28,"menor de 30"
"19260",80462,"Norway",3,1,3,8,3,2,"Male",19,"menor de 30"
"19261",80474,"Norway",2,2,1,9,9,4,"Male",72,"entre 60 y 74"
"19262",80493,"Norway",1,2,1,8,8,1,"Male",47,"entre 45 y 59"
"19263",80538,"Norway",1,2,1,9,2,3,"Male",49,"entre 45 y 59"
"19264",80619,"Norway",2,5,3,10,8,4,"Female",49,"entre 45 y 59"
"19265",80621,"Norway",1,4,2,7,8,3,"Female",46,"entre 45 y 59"
"19266",80642,"Norway",2,2,3,8,5,2,"Male",26,"menor de 30"
"19267",80656,"Norway",1,2,1,10,8,4,"Female",28,"menor de 30"
"19268",80686,"Norway",1,3,2,10,8,3,"Female",67,"entre 60 y 74"
"19269",80700,"Norway",1,2,2,9,7,3,"Male",23,"menor de 30"
"19270",80712,"Norway",1,1,1,10,3,4,"Female",53,"entre 45 y 59"
"19271",80734,"Norway",1,1,1,4,4,3,"Female",36,"entre 30 y 44"
"19272",80742,"Norway",1,1,2,10,8,3,"Female",17,"menor de 30"
"19273",80769,"Norway",1,3,2,9,8,3,"Female",61,"entre 60 y 74"
"19274",80792,"Norway",1,4,2,8,6,4,"Male",43,"entre 30 y 44"
"19275",80798,"Norway",1,1,2,8,3,4,"Male",29,"menor de 30"
"19276",80838,"Norway",2,2,1,9,5,2,"Male",87,"75 o mayor"
"19277",80879,"Norway",2,1,2,8,8,3,"Female",73,"entre 60 y 74"
"19278",80889,"Norway",1,5,2,6,3,5,"Male",41,"entre 30 y 44"
"19279",80945,"Norway",1,5,1,8,8,4,"Male",54,"entre 45 y 59"
"19280",80955,"Norway",2,4,1,9,8,5,"Male",81,"75 o mayor"
"19281",80977,"Norway",1,5,1,7,8,5,"Female",58,"entre 45 y 59"
"19282",81019,"Norway",1,3,2,8,8,3,"Female",45,"entre 45 y 59"
"19283",81022,"Norway",1,4,1,10,10,4,"Female",72,"entre 60 y 74"
"19284",81031,"Norway",1,4,1,10,6,4,"Female",63,"entre 60 y 74"
"19285",81080,"Norway",1,4,1,10,9,4,"Female",28,"menor de 30"
"19286",81091,"Norway",1,2,1,7,5,4,"Female",52,"entre 45 y 59"
"19287",81103,"Norway",3,3,3,10,8,4,"Male",56,"entre 45 y 59"
"19288",81149,"Norway",1,2,1,9,3,3,"Male",56,"entre 45 y 59"
"19289",81154,"Norway",2,2,2,10,9,4,"Male",70,"entre 60 y 74"
"19290",81169,"Norway",1,3,2,8,8,2,"Female",31,"entre 30 y 44"
"19291",81180,"Norway",1,3,1,7,6,5,"Male",22,"menor de 30"
"19292",81197,"Norway",1,3,2,9,9,4,"Male",62,"entre 60 y 74"
"19293",81214,"Norway",1,1,2,7,7,3,"Male",61,"entre 60 y 74"
"19294",81218,"Norway",1,2,2,10,8,3,"Male",70,"entre 60 y 74"
"19295",81233,"Norway",1,4,1,6,8,3,"Female",44,"entre 30 y 44"
"19296",81277,"Norway",2,1,1,9,9,4,"Female",27,"menor de 30"
"19297",81283,"Norway",1,2,2,8,7,3,"Female",59,"entre 45 y 59"
"19298",81297,"Norway",1,2,2,10,10,4,"Male",70,"entre 60 y 74"
"19299",81301,"Norway",1,2,3,9,6,3,"Female",28,"menor de 30"
"19300",81309,"Norway",1,3,3,9,6,2,"Male",24,"menor de 30"
"19301",81322,"Norway",1,3,1,5,9,3,"Male",34,"entre 30 y 44"
"19302",81338,"Norway",2,2,2,9,7,3,"Male",29,"menor de 30"
"19303",81344,"Norway",2,1,2,8,8,3,"Male",64,"entre 60 y 74"
"19304",81366,"Norway",2,1,2,8,3,4,"Male",71,"entre 60 y 74"
"19305",81402,"Norway",3,3,1,6,2,3,"Female",41,"entre 30 y 44"
"19306",81425,"Norway",2,2,4,10,8,3,"Male",78,"75 o mayor"
"19307",81446,"Norway",1,4,1,8,6,4,"Female",20,"menor de 30"
"19308",81447,"Norway",1,4,1,8,7,4,"Male",39,"entre 30 y 44"
"19309",81456,"Norway",1,3,2,8,8,2,"Female",51,"entre 45 y 59"
"19310",81482,"Norway",5,2,3,3,5,3,"Male",NA,NA
"19311",81490,"Norway",1,3,1,10,7,4,"Female",60,"entre 60 y 74"
"19312",81518,"Norway",1,1,2,10,5,1,"Female",60,"entre 60 y 74"
"19313",81521,"Norway",1,5,3,8,5,4,"Male",79,"75 o mayor"
"19314",81544,"Norway",1,1,3,10,10,1,"Female",84,"75 o mayor"
"19315",81547,"Norway",1,3,3,10,8,3,"Male",38,"entre 30 y 44"
"19316",81594,"Norway",1,4,2,9,10,5,"Male",23,"menor de 30"
"19317",81633,"Norway",1,3,1,8,7,4,"Female",62,"entre 60 y 74"
"19318",81673,"Norway",1,3,1,9,7,3,"Male",57,"entre 45 y 59"
"19319",81674,"Norway",1,2,1,10,8,4,"Female",74,"entre 60 y 74"
"19320",81676,"Norway",4,4,4,10,0,4,"Female",81,"75 o mayor"
"19321",81726,"Norway",1,2,2,8,6,3,"Female",52,"entre 45 y 59"
"19322",81772,"Norway",5,3,2,7,7,4,"Male",55,"entre 45 y 59"
"19323",81833,"Norway",2,3,2,10,7,3,"Male",47,"entre 45 y 59"
"19324",81837,"Norway",2,2,2,10,8,4,"Male",72,"entre 60 y 74"
"19325",81840,"Norway",1,2,3,8,7,3,"Male",32,"entre 30 y 44"
"19326",81877,"Norway",2,1,1,9,8,5,"Female",54,"entre 45 y 59"
"19327",81890,"Norway",2,2,2,7,4,3,"Male",53,"entre 45 y 59"
"19328",81894,"Norway",1,1,3,9,7,2,"Female",78,"75 o mayor"
"19329",81899,"Norway",2,4,2,10,10,4,"Male",85,"75 o mayor"
"19330",81930,"Norway",1,3,2,10,7,4,"Female",29,"menor de 30"
"19331",82006,"Norway",2,2,2,7,7,3,"Female",40,"entre 30 y 44"
"19332",82010,"Norway",2,2,2,10,5,1,"Female",61,"entre 60 y 74"
"19333",82035,"Norway",3,3,1,NA,5,4,"Male",43,"entre 30 y 44"
"19334",82049,"Norway",1,4,2,7,7,3,"Female",26,"menor de 30"
"19335",82068,"Norway",2,3,1,8,5,4,"Female",69,"entre 60 y 74"
"19336",82091,"Norway",1,4,1,3,5,2,"Male",27,"menor de 30"
"19337",82139,"Norway",1,4,3,10,9,4,"Female",45,"entre 45 y 59"
"19338",82177,"Norway",1,1,1,10,10,3,"Female",16,"menor de 30"
"19339",82200,"Norway",1,5,2,10,9,4,"Female",62,"entre 60 y 74"
"19340",82204,"Norway",2,2,2,5,3,3,"Male",18,"menor de 30"
"19341",82220,"Norway",2,2,1,10,8,3,"Female",78,"75 o mayor"
"19342",82266,"Norway",1,5,3,10,7,3,"Female",36,"entre 30 y 44"
"19343",82270,"Norway",1,3,3,10,7,1,"Male",25,"menor de 30"
"19344",82281,"Norway",1,3,2,8,8,3,"Male",18,"menor de 30"
"19345",82317,"Norway",1,2,2,10,7,3,"Female",67,"entre 60 y 74"
"19346",82344,"Norway",1,1,1,10,6,4,"Female",90,"75 o mayor"
"19347",82362,"Norway",1,2,2,6,6,4,"Female",45,"entre 45 y 59"
"19348",82391,"Norway",3,1,2,7,7,3,"Male",28,"menor de 30"
"19349",82410,"Norway",1,4,2,7,7,4,"Female",29,"menor de 30"
"19350",82465,"Norway",2,2,1,9,5,3,"Male",53,"entre 45 y 59"
"19351",82494,"Norway",1,2,2,10,8,4,"Female",21,"menor de 30"
"19352",82511,"Norway",1,5,2,8,5,5,"Female",36,"entre 30 y 44"
"19353",82552,"Norway",2,2,4,10,1,2,"Male",53,"entre 45 y 59"
"19354",82557,"Norway",1,2,1,10,10,3,"Female",60,"entre 60 y 74"
"19355",82581,"Norway",1,4,1,8,8,4,"Female",30,"entre 30 y 44"
"19356",82613,"Norway",1,2,2,8,5,4,"Male",NA,NA
"19357",82630,"Norway",1,2,1,7,6,3,"Female",22,"menor de 30"
"19358",82635,"Norway",1,2,2,7,5,4,"Male",51,"entre 45 y 59"
"19359",82684,"Norway",1,5,1,3,5,NA,"Female",51,"entre 45 y 59"
"19360",82690,"Norway",1,3,4,10,0,1,"Male",56,"entre 45 y 59"
"19361",82738,"Norway",1,1,3,8,2,1,"Male",66,"entre 60 y 74"
"19362",82746,"Norway",1,4,2,10,7,4,"Male",41,"entre 30 y 44"
"19363",82762,"Norway",2,4,2,7,7,3,"Male",68,"entre 60 y 74"
"19364",82810,"Norway",1,2,2,8,8,3,"Male",54,"entre 45 y 59"
"19365",82814,"Norway",2,2,2,10,5,4,"Female",76,"75 o mayor"
"19366",82833,"Norway",1,4,2,10,9,4,"Male",64,"entre 60 y 74"
"19367",82848,"Norway",2,2,3,9,5,3,"Male",19,"menor de 30"
"19368",82885,"Norway",2,3,1,9,7,3,"Male",31,"entre 30 y 44"
"19369",82916,"Norway",1,3,2,10,3,4,"Female",42,"entre 30 y 44"
"19370",82925,"Norway",2,2,1,8,8,3,"Male",72,"entre 60 y 74"
"19371",82946,"Norway",2,4,1,9,7,3,"Female",24,"menor de 30"
"19372",83065,"Norway",1,4,1,7,4,4,"Female",51,"entre 45 y 59"
"19373",83098,"Norway",1,5,2,7,7,3,"Female",38,"entre 30 y 44"
"19374",83113,"Norway",1,4,2,10,7,3,"Male",61,"entre 60 y 74"
"19375",83117,"Norway",2,2,3,9,7,3,"Male",89,"75 o mayor"
"19376",83147,"Norway",1,3,1,8,9,4,"Male",64,"entre 60 y 74"
"19377",83172,"Norway",2,2,3,10,10,3,"Male",70,"entre 60 y 74"
"19378",83207,"Norway",2,2,2,7,7,3,"Male",18,"menor de 30"
"19379",83217,"Norway",1,3,1,9,9,3,"Female",79,"75 o mayor"
"19380",83251,"Norway",2,4,2,10,10,3,"Female",72,"entre 60 y 74"
"19381",83263,"Norway",2,3,2,10,9,3,"Male",62,"entre 60 y 74"
"19382",83289,"Norway",2,3,3,10,8,3,"Female",75,"75 o mayor"
"19383",83292,"Norway",2,3,2,8,6,1,"Male",16,"menor de 30"
"19384",83329,"Norway",1,2,2,10,8,3,"Male",20,"menor de 30"
"19385",83336,"Norway",2,2,2,8,6,3,"Female",42,"entre 30 y 44"
"19386",83472,"Norway",2,3,2,7,1,4,"Male",90,"75 o mayor"
"19387",83500,"Norway",1,2,2,7,4,3,"Female",53,"entre 45 y 59"
"19388",83506,"Norway",1,2,1,9,6,2,"Female",40,"entre 30 y 44"
"19389",83554,"Norway",1,2,3,8,8,3,"Male",41,"entre 30 y 44"
"19390",83561,"Norway",2,1,1,9,8,4,"Male",66,"entre 60 y 74"
"19391",83579,"Norway",2,2,2,4,4,3,"Male",40,"entre 30 y 44"
"19392",83642,"Norway",1,3,1,7,4,3,"Female",23,"menor de 30"
